68054	4821	02848523-n
68055	82625	01019703-n
68056	11675	00511212-n
68050	38585	07353232-n
68051	4719	09788761-n
68052	40815	03133177-n
22499	110990	03026506-n
68049	99944	10914447-n
68048	14386	08822202-n
68047	32269	08749447-n
68046	113403	00239444-a
22495	83346	10614507-n
22496	46488	13686268-n
22497	59319	00106036-r
22498	36225	02307367-a
68040	117040	01796105-n
22492	28555	00281173-a
22491	104011	02483011-a
68041	55591	00166952-v
22494	107390	00322844-a
22493	17529	00092293-v
68044	97602	14385082-n
68045	40389	04630547-n
68042	106342	10358322-n
22490	80203	11654984-n
68043	93044	02198520-a
68036	55592	13807178-n
68035	101988	13089419-n
68038	104732	02545023-a
68037	99194	01732855-a
68039	59002	02198859-n
68030	79702	01812866-n
68031	92651	11268523-n
68032	98595	09660524-n
68033	73257	04182708-n
68034	60541	07515169-n
10918	69736	12618146-n
10917	66289	07831821-n
10919	100290	11278980-n
10924	59927	12030654-n
76993	67746	01228159-a
75500	27067	05501932-n
76994	11329	14743046-n
10925	96155	07042498-n
10926	46988	02347140-n
76995	29363	01530678-v
10927	5699	09931640-n
76996	79372	04740864-n
10920	2233	04960729-n
76990	99633	02078788-a
10921	89093	02419159-a
10922	46119	14828511-n
76991	38586	12268918-n
76992	10828	12242409-n
10923	20988	02350105-n
75507	19984	09983053-n
75508	9864	05510173-n
75505	104317	00379301-r
75506	39545	03650551-n
75503	45670	01496978-v
76997	80730	10381981-n
76998	116782	02876829-a
75504	88585	00549063-v
76999	73776	07538812-n
75501	80032	10219240-n
75502	83010	00639998-v
68099	60076	14781752-n
68098	82843	02078264-a
68097	108817	10549062-n
68096	23935	00067265-r
68095	1361	01767661-n
75509	24034	03354207-n
68094	5865	07020538-n
68093	79206	12640839-n
68092	77516	00677170-a
68091	97468	04999741-n
68090	46711	09891613-n
10909	101250	00864884-a
10908	38130	00899956-v
10907	27572	06109771-n
10915	105972	00570524-v
10916	36489	01674544-v
75510	11892	02096756-n
10913	72750	01531957-a
10914	113137	00357854-v
75511	25586	07030976-n
10911	116999	00417299-r
10912	22614	00476235-n
10910	111821	00587268-v
75516	94257	02601767-n
75517	13586	01325658-n
75518	82442	02718084-n
75519	39546	02319824-v
75512	61156	01647983-a
75513	34351	07529096-n
75514	9076	07651025-n
75515	97603	03657121-n
68083	8855	02284096-v
68082	58206	10683675-n
68085	20948	09384921-n
68084	36150	01622748-a
68087	70774	03006398-n
68086	97276	02901377-n
68089	109049	12337246-n
68088	43620	00954965-a
10939	3032	14316714-n
68081	49702	01853195-n
68080	58043	01370245-v
10942	90528	09336271-n
10943	23164	14662281-n
10944	52937	00449153-v
10945	102424	01773797-n
76970	42493	08743786-n
10946	6476	11536778-n
76971	81391	01046664-n
76972	26748	00435103-v
10947	72586	00649033-v
76973	114940	13928943-n
10948	24621	01820481-a
10949	70072	00120841-r
76974	95845	08498163-n
76975	50468	06801965-n
76976	38685	00211517-r
76977	41026	00992995-n
76978	49960	02145910-n
76979	78193	01368657-a
10940	19255	12553742-n
10941	19985	13515520-n
68074	79207	00920603-a
68073	117310	12580786-n
68072	22945	02256853-v
68071	57718	07361576-n
68078	8362	02932227-n
68077	57007	14346909-n
82290	116319	03008785-a
68076	61742	14745891-n
68075	71539	00771806-v
10929	91017	01532329-v
10928	54077	04443257-n
68070	25486	06160055-n
76980	9991	00938247-v
10933	8218	10878161-n
82299	69909	06681035-n
76981	63916	00217857-r
10934	80204	01168166-a
10931	21088	02805331-a
10932	97604	01703619-a
10937	14665	04349701-n
76984	15466	02615298-n
76985	43621	11715810-n
10938	6784	03852280-n
76982	103000	02391234-n
10935	34586	02432983-n
76983	83347	00714357-n
10936	95846	13597147-n
76988	109145	01623744-a
82291	17635	09939827-n
82292	17001	01812471-n
76989	90332	07267702-n
82293	50756	01408738-a
68079	84419	13560586-n
76986	91920	13217624-n
82294	43977	06863326-n
76987	24622	10029068-n
82295	103275	01952712-n
10930	106893	01949579-v
82296	45452	04970544-n
82297	12089	03341850-n
82298	11692	02980036-n
82287	109476	13477691-n
76958	61743	03803911-n
76957	27504	01026020-n
82286	74267	03134739-n
82285	93241	01951159-v
76959	7172	08844557-n
82284	50084	04372948-n
75549	84046	14494594-n
82283	22473	14116321-n
76954	79525	14934864-n
75548	97938	12222334-n
75547	27505	04745932-n
82282	10603	01820103-a
76953	14387	06049250-n
76956	45332	12232280-n
82281	23038	00348571-n
75546	74622	08734250-n
82280	30522	04203356-n
76955	2100	05397468-n
75545	88418	14730802-n
76950	105841	10758847-n
75544	69737	07724269-n
75543	40219	02730304-a
75542	102425	00864461-a
76952	23649	13834885-n
75541	478	00412993-v
76951	65180	12366870-n
75540	42079	14984378-n
82289	110250	00496382-r
82288	5259	01180695-a
82274	8508	07220773-n
82273	77352	00303940-v
76969	78353	11490463-n
82276	85108	07545833-n
76968	876	13604718-n
82275	24151	07564292-n
82270	9730	14739004-n
76967	23496	01014731-n
75557	82443	01453896-a
75556	48725	04535252-n
76966	94975	02277268-n
82272	11500	01280514-n
76965	66290	01261773-v
75559	83011	02277422-n
75558	20235	03528263-n
76964	63128	09607782-n
82271	95320	11118362-n
76963	46250	04918767-n
75553	18940	11926640-n
75552	103276	00081375-r
76962	95143	01791463-n
75555	18528	14274217-n
76961	76112	01041644-v
75554	36854	08842427-n
76960	85622	07487177-n
82278	69572	07684422-n
82277	13190	03275864-n
75551	113511	08619457-n
75550	18699	01652731-v
82279	56867	00575169-v
76928	40496	02352175-n
76929	107776	10742881-n
76932	52125	13086438-n
75526	73604	00296973-v
82261	89451	04593524-n
75525	110137	02635941-a
76931	48464	00135013-v
82260	26014	00503981-n
76934	14169	11486381-n
75524	66740	00823971-a
75523	112616	06506037-n
76933	86956	01272457-v
82265	12389	01369758-v
76936	88228	10737264-n
82264	26063	05705722-n
76935	60393	02752039-n
75529	80205	03803780-n
76938	48073	00871862-n
82263	73092	12869874-n
75528	93588	07041595-n
82262	38025	14772007-n
75527	25267	06455775-n
76937	58365	09603667-n
82269	52512	09771855-n
82268	15701	02995151-n
10901	64578	00056334-v
82267	67576	10707616-n
10900	103436	01890088-v
82266	31583	12057660-n
10903	59928	03264906-n
75522	75279	05860200-n
10902	11129	07879659-n
75521	70775	13555915-n
76930	107133	00204643-r
75520	98436	02306080-a
10905	40304	08481983-n
10904	4589	01844431-v
76939	14081	03996655-n
76945	30385	07055612-n
75535	83534	01189427-v
75534	105703	02072394-v
76944	18016	03854506-n
75537	2539	15104217-n
82250	4818	02451912-v
76943	49589	12484029-n
75536	114858	02911243-a
76942	12013	00879607-n
76949	115247	01236009-v
75539	112018	12095647-n
82252	77841	13485968-n
82251	110878	02774269-a
76948	56301	12454793-n
75538	96784	00335809-r
76947	100113	14382766-n
82254	28947	12850718-n
76946	37932	02403740-n
82253	63420	02747177-n
82256	22185	07187638-n
82255	80033	01649948-n
82258	35171	05717747-n
82257	10530	12737383-n
76941	14472	13414554-n
75531	88586	15091304-n
82259	34113	04840405-n
75530	31584	07329833-n
76940	96312	00352310-v
75533	92103	03823540-n
75532	57159	00462383-n
10894	105150	10965966-n
10895	69738	11894958-n
10896	49105	07067876-n
10897	30967	01990627-n
10890	80731	02011002-a
10891	98917	01432353-v
75699	108934	01212867-a
10892	56138	11484741-n
10893	40816	02433123-v
90535	28437	01545649-v
75697	87871	01683349-a
90536	13895	01792640-n
75698	20949	09247071-n
75695	847	14989820-n
90537	18235	06994329-n
75696	103277	07288385-n
90538	23775	00123234-n
75693	46989	04876235-n
90539	28385	08005954-n
10898	20989	00554894-v
75694	115248	08777130-n
10899	105294	00986611-a
75691	117449	01383756-a
75692	761	02847894-a
75690	3512	14564306-n
90541	102860	00338837-r
90540	105704	02550780-n
90543	84923	10485168-n
90542	114667	02599325-v
90545	43859	04069434-n
90544	115889	03065047-a
75688	66448	02037683-v
75689	95649	02370265-n
90526	52938	00933032-a
75684	54887	11054670-n
90527	44541	01483247-v
75685	80034	01739080-a
90524	39830	07874674-n
75686	55438	00348252-v
75687	112019	07514189-n
90525	44413	02615829-n
75680	39930	10323999-n
75681	67244	03421485-n
75682	106604	02646072-a
90528	49342	05903738-n
75683	25379	05361391-n
90529	16365	03267468-n
90530	5280	07675627-n
90534	82626	07910152-n
90533	113404	00239594-a
90532	70601	09184668-n
90531	32904	10639637-n
22403	110032	02849475-a
22402	107914	03262072-n
10870	85277	12322699-n
22401	90168	07747455-n
10871	99498	00551718-v
22400	33381	03640011-n
10872	45100	08129621-n
10873	7669	05703429-n
10874	5663	01577635-v
10875	85798	12878325-n
10876	113866	00486384-r
90517	88944	01894576-a
10877	109590	01813183-a
90518	108581	11919975-n
90519	117412	12612811-n
10878	39547	02849565-n
22409	32581	11278756-n
10879	13214	02208498-n
22408	88229	00946050-a
90513	103437	00510234-v
22407	5462	04284002-n
22406	86630	02086991-a
90514	91574	13832480-n
22405	33548	08282257-n
90515	65810	04951978-n
90516	48465	04024137-n
22404	83012	02820675-n
90521	99195	06902831-n
90520	24311	02633977-n
90523	61005	00718117-v
90522	51282	07594250-n
10881	24262	01176232-v
10882	106894	01855188-n
10880	83177	02408977-a
10885	44883	06033692-n
10886	25758	04899031-n
10883	25587	10866385-n
10884	39931	09902128-n
90508	77842	03585337-n
10889	81577	10776887-n
90509	32582	12019190-n
90506	100590	11727540-n
10887	86459	09991740-n
10888	43622	07188570-n
90507	24916	01724185-v
90504	113314	02606960-a
90505	19149	02896074-n
90502	95650	09408795-n
90503	54226	02067603-n
90512	97277	01402498-a
90511	31253	13175682-n
90510	2518	04323026-n
35813	35732	02214717-v
10859	73777	00259894-n
10858	112617	02489667-a
35814	103568	01816140-n
35815	84924	04465358-n
35816	79526	03146687-n
35817	48320	15276801-n
10855	62354	04789406-n
10854	11063	08711655-n
35818	60394	10660333-n
35819	10813	13010951-n
10857	88945	12006766-n
10856	23835	00381680-n
10851	53921	00640520-a
10850	1087	08510666-n
10853	39642	01496944-n
10852	22615	00502757-v
112909	91018	03012897-n
35810	115249	10186068-n
35811	1699	00344174-v
35812	64873	05292468-n
112903	52788	04221673-n
112904	104869	02703018-v
112901	87689	01035559-a
112902	49106	14959472-n
112907	35023	06543949-n
112908	4924	01053144-a
112905	97278	14764820-n
112906	41980	12296432-n
112900	35506	01003113-n
90500	8630	12907465-n
90501	66602	06873927-n
76897	101531	01472502-n
35804	53778	13321722-n
76896	106088	01394938-v
35805	95144	01129371-a
76895	100449	02098827-v
35802	88946	03620443-n
76894	35252	01185417-a
10869	26749	02033041-n
35803	79703	00481463-a
35808	74784	14909120-n
76893	91921	00881545-n
10868	92834	09727747-n
10867	34259	09986189-n
35809	7144	13828075-n
76892	78354	05401096-n
35806	99057	02124501-v
76891	28438	02263982-a
10866	96313	01209025-v
76890	117253	00311803-r
10865	114421	13442168-n
35807	41242	01778801-n
10864	65660	04413631-n
10863	95847	10134982-n
10862	22946	09823502-n
10861	45214	13411785-n
35800	104870	04212573-n
10860	50891	01316401-v
35801	92104	02029492-v
76899	88947	10194463-n
76898	55294	01098206-v
35839	108432	07137807-n
10833	61465	06925833-n
10832	71902	10248711-n
10835	92835	11172929-n
10834	47722	09727440-n
10837	39548	01074357-v
35835	9596	07330007-n
35836	29697	05909730-n
10836	77517	01860320-v
35837	73426	00461162-n
10839	87519	11742531-n
35838	103569	02042872-a
10838	99196	10409322-n
35831	86293	04253057-n
35832	8631	11019570-n
35833	38587	01029212-v
35834	111435	00338559-r
10831	58849	03891051-n
35830	105295	07887099-n
10830	70073	11597924-n
112929	113229	03920497-n
112927	88230	07094508-n
112928	62816	04562390-n
112925	77353	03079293-a
112926	67577	07897600-n
112923	114231	03076230-a
112924	17636	01612627-a
10829	28948	12323820-n
112921	11446	15146545-n
112922	86957	01479333-v
112920	42710	01732789-n
10846	36490	02647503-n
10845	44190	04622415-n
35828	111436	02823131-a
10844	79704	02311293-a
35829	112288	08814664-n
10843	73605	02661769-v
35826	36491	07860331-n
35827	112618	07689217-n
10849	31662	01187322-a
10848	17138	00470531-r
35824	64080	13280992-n
10847	112374	02948281-a
35825	31663	09498497-n
35822	82444	10948478-n
35823	39643	00252430-n
35820	60077	04455048-n
35821	30808	11025508-n
10842	9394	02265471-n
10841	65316	00442384-r
10840	36955	03511786-n
112916	87520	00897365-n
112917	16255	04527808-n
112918	2735	00039021-n
